text	label_A	label_B	label_C	label_A_enc	label_B_enc	label_C_enc	sentiment	respect	insult	humiliate	status	dehumanize	attack_defend	hatespeech	target_race	target_religion	target_origin	target_gender	target_sexuality
Support for Indian doctors coming from Nepal and Pakistan as well. #standwithnrs #DoctorsFightBack #Savedoctors @mosaytasdoc @UnitedRda @DrUdgeeth @nvvarsha @TheDocTales https://t.co/0chIiDmJnt	NOT	NONE	NONE	0			0.6772645115852356	0.4290793538093567	0.17643606662750244	0.17120322585105896	1.8244909048080444	0.18102817237377167	0.9718810319900513	-0.04128102958202362	0.0	0.0	1.0	0.0	0.0
@bluebludgardenr @BrianKolfage @harkjay350 @DHSgov @CBP #MAGA: 'we are a nation of laws'  same #MAGA nuts, started building a 23 million waste of money wall, that could have been better use to help #Vets and #Homeless , without the proper permits    #Resistance #FuckTrump #Resist #NoWall  #NoHumanBeingIsIllegal    https://t.co/lF2am3njsh	NOT	NONE	NONE	0			3.375229597091675	3.1520650386810303	2.8155996799468994	2.4836127758026123	2.7959535121917725	2.1599764823913574	2.8095271587371826	0.7049481868743896	0.0	0.0	1.0	0.0	0.0
Hyderabad - NIMS     Woman (46) admitted with multiple organ failure died. Family chased resident doctor (Muslim) and beat him. #DoctorsProtest #DoctorsFightBack https://t.co/5a4P40eFYi	NOT	NONE	NONE	0			2.5953705310821533	2.214399814605713	1.8459781408309937	1.7391571998596191	2.1500749588012695	1.3191578388214111	2.0134646892547607	0.1693599373102188	0.0	1.0	0.0	0.0	0.0
#PakVsIndia is no contest. #India is far ahead of #TerroristNationPakistan in every aspect. #Economy #ARMY #Cricket   If #Pakistan can win any contest, it'll be #CORRUPTION #terrorism #Treason   Some #Pakistan players will be axed after today's defeat  #IndiaVsPakistan #indiavspak	NOT	NONE	NONE	0			3.021268606185913	2.765810489654541	2.437037467956543	1.9324159622192383	2.382777452468872	1.3391543626785278	2.722886562347412	0.18098564445972443	0.0	0.0	1.0	0.0	0.0
@beth_weissman yep and now he's on Twitter saying he has a lot of ' getting even to do ' 🔪 #murderer	NOT	NONE	NONE	0			2.9262731075286865	2.584935188293457	2.220181941986084	2.053483724594116	2.410637855529785	1.5380542278289795	2.200683832168579	0.36129453778266907	0.0	0.0	0.0	0.0	0.0
@realDonaldTrump @USArmy Happy #JohnMcCainDay #Brokeahontas #fucktrump #resign	NOT	NONE	NONE	0			2.392550230026245	2.4984731674194336	2.091154098510742	2.022923231124878	2.1232268810272217	1.7121899127960205	2.0526678562164307	0.4411936104297638	0.0	0.0	0.0	1.0	1.0
Do what Linsey says!  #FuckTrump #OrangeFoolius #MAGA #AmericaFirst #BeBest https://t.co/4fJgj7q5GH	NOT	NONE	NONE	0			3.5607972145080566	3.5786237716674805	3.320193290710449	3.0526294708251953	2.935772657394409	2.6299264430999756	3.001072645187378	1.0404263734817505	0.0	0.0	1.0	0.0	0.0
@BDUTT @msdhoni @adgpi Resounding that #DhoniKeepsTheGlove	NOT	NONE	NONE	0			1.3764429092407227	1.086195945739746	0.6694004535675049	0.6454005837440491	1.7872806787490845	0.44790518283843994	1.458084225654602	0.005125639960169792	0.0	0.0	0.0	0.0	0.0
@RifatJawaid Rifat please note #CricketWorldCup2019 is also not a religious event or a prayer ground.   #DhoniKeepsTheGlove	NOT	NONE	NONE	0			1.594887614250183	1.3243212699890137	0.92586749792099	0.8050035834312439	2.014030933380127	0.6071193814277649	1.6204560995101929	0.0022266823798418045	0.0	1.0	0.0	0.0	0.0
@MeredthSalenger Anything to get a war to distract. #FuckTrump #FuckPompeo #GulfOfTonkin all over again. #SeerhingAnger I have. https://t.co/DmW9fwZjl9	NOT	NONE	NONE	0			3.135497808456421	3.1253504753112793	2.7659621238708496	2.5371763706207275	2.5531198978424072	2.184011697769165	2.6259734630584717	0.7247412204742432	1.0	0.0	0.0	0.0	0.0
Read: OSC Letter recommending Kellyanne Conway removal from White House post #Resist #ResistTrump #FuckTrump https://t.co/iammkwJLIz	NOT	NONE	NONE	0			3.0652036666870117	2.888652801513672	2.5195631980895996	2.43951153755188	2.42911696434021	2.0455803871154785	2.327505588531494	0.6272701025009155	0.0	0.0	0.0	1.0	0.0
Fact One  @RoryStewartUK and #Boris Johnson attend Eton and Oxford  #RoryStewart becomes Foreign office Diplomat awarded OBE for services in Afghanistan  #BorisJohnson becomes Times Newspaper Columnist sacked for deception  #roryforleader #BorisJohnsonShouldNotBePM	NOT	NONE	NONE	0			2.7802679538726807	2.6621508598327637	2.2625889778137207	1.9206392765045166	2.321913480758667	1.3409360647201538	2.5303938388824463	0.2656265199184418	0.0	0.0	1.0	0.0	0.0
#trump is the most narcissistic man alive, his purposeful ignorance is stunning #impeach #trumpisatraitor	HOF	OFFN	TIN	1	1.0	1.0	3.250950574874878	3.0322768688201904	2.759601593017578	2.336106538772583	2.6602537631988525	1.719352126121521	2.8271002769470215	0.3025454580783844	0.0	0.0	0.0	1.0	0.0
DON'T #Retweet This Because #Trump Doesn't Want You To Retweet His #Impeachment Fear #FuckTrump #IndictTrump #JailTrump #Resistance #Resist #Drumpf #TrumpObstruction #TrumpCorruption #BLOTUS #TrumpRussia #CrookedTrump #TrumpCrimes #Impeach45 #Indict45 #FBR https://t.co/7tmZ86aN8B	NOT	NONE	NONE	0			3.017656087875366	2.754328489303589	2.356360673904419	2.0902786254882812	2.42572021484375	1.6953667402267456	2.5524771213531494	0.5206052660942078	0.0	0.0	0.0	0.0	0.0
@realDonaldTrump @USArmy Draft Dodgers aren’t allowed to hang out with real War Heroes.    #FuckTrump and his five fake deferments for ‘bone spurs’    Happy John McCain Day! https://t.co/czQI1lsEX9	NOT	NONE	NONE	0			3.417766809463501	3.355072498321533	3.0804200172424316	2.7618186473846436	2.789576292037964	2.1454803943634033	2.9420559406280518	1.15111243724823	1.0	0.0	0.0	0.0	0.0
#Huawei asks #Verizon to pay more than $1 billion for over 230 patents: Source https://t.co/1EakIMUYeZ It is clear what is happening here. Letting things ride to gain control, but now change in approach. Throw them out of the system completely. #tradewar #tariffs #BoycottChina	NOT	NONE	NONE	0			2.9203155040740967	2.4563798904418945	2.075623035430908	1.7282087802886963	2.315300226211548	1.2125897407531738	2.481135845184326	-0.05108159780502319	0.0	0.0	1.0	0.0	0.0
@brother_barnes @morganisawizard Please don’t.  #murderer	NOT	NONE	NONE	0			2.6974799633026123	2.515120506286621	2.156221389770508	1.8789446353912354	2.3015246391296387	1.5935553312301636	2.2228734493255615	0.3637528121471405	0.0	0.0	0.0	1.0	0.0
@MajorPoonia @ICC @cricketworldcup @msdhoni @TShirtBhaiya + while saluting #Dhoni's patriotism, he should just play cricket &amp; bring #WorldCup2019 home. Imagine the fallout if #DhoniKeepsTheGlove. #PandoraBox!  Do you want every team including Pak also wearing insignia badges of their armies on gloves or t-shirts and God knows what not?!	NOT	NONE	NONE	0			2.6167256832122803	2.4737539291381836	2.151322364807129	1.85015869140625	2.305302619934082	1.459451675415039	2.3272602558135986	0.35610172152519226	0.0	0.0	1.0	0.0	0.0
@Restart_512 @Restart_iran201 @realDonaldTrump @foxandfriends @FoxNews You know that Trump is the spawn of Satan? #TrumpResignNow #TrumpUKVisit #TrumpRussia #TrumpIsATraitor	NOT	NONE	NONE	0			3.4172871112823486	3.329228401184082	3.1003823280334473	2.7774722576141357	2.8140878677368164	2.5224668979644775	2.923144578933716	1.0266238451004028	0.0	1.0	0.0	0.0	0.0
MTK Engineering Mode shortcut app to change android mac address (seriously,no root necessary (https://t.co/XEBY1ZoqXM) (#ImpeachKavanaugh, #DonTheCon, #liarinchief, #trumpisatraitor, #sarahhuckabeesandersisatraitor, #RepealAndReplacepence, #sessionsislonggone, #resist)	NOT	NONE	NONE	0			2.3519608974456787	1.9777262210845947	1.5707861185073853	1.3771426677703857	2.166166305541992	1.0519137382507324	1.8775690793991089	0.1803256720304489	0.0	0.0	0.0	1.0	0.0
@ICC can see @msdhoni badge but doesn't see the ground was not covered.  Most developed Country in 🌏 and call 🏏 as the national sports Yet can't do anything for the biggest tournament. Learn something from #EdenGarden  #ShameOnICC #WorldCup2019 #iccraincup2019 #CricketKaCrown https://t.co/4DZE2U0gLN	NOT	NONE	NONE	0			2.0286524295806885	1.887570858001709	1.4906312227249146	1.248943567276001	2.117182493209839	0.9299024343490601	2.0249407291412354	0.09006140381097794	0.0	0.0	1.0	0.0	0.0
@Paul_VanDerMeer @tribelaw Voter suppression was also big factor. We can thank our own home-grown traitors the Koch Brothers and the Republican Party for that.  #CorruptGOP   #TrumpIsATraitor  #TrumpCriminalInvestigations	NOT	NONE	NONE	0			3.2451579570770264	2.9065282344818115	2.64884614944458	2.1946041584014893	2.5788562297821045	1.6066491603851318	2.737741708755493	0.5078245401382446	0.0	0.0	0.0	0.0	0.0
@pam_brundige @TomandSteffani @IndivisibleVV @gifa1gino @bmdowney @steventx24 @Glaz1965 @merniebodman @NoFascismMarch @LarryStratton29 @donna_spackman @mjo1962_ @cyn_Dar @MoBlueNow @FinallyWoke @MsCella @darhorsley @NeildeVere #JohnMcCainDay #ImpeachmentInquiryNow because #TrumpIsATraitor	NOT	NONE	NONE	0			2.668166160583496	2.327558994293213	1.8943308591842651	1.7638325691223145	2.326470136642456	1.5103684663772583	2.1101605892181396	0.3113262951374054	0.0	0.0	0.0	1.0	0.0
Lynching of a doctor is ok for #Liberal #AwardWapsi Gang #pseudoseculars n all political parties Doctors are not vote bank so why to care for them #DoctorStrike #DoctorsFightBack #DoctorsProtest Being a professional I support ur cause	NOT	NONE	NONE	0			2.6202175617218018	2.1074209213256836	1.6904140710830688	1.4322876930236816	2.2779576778411865	1.0580099821090698	1.9353281259536743	0.2312271147966385	0.0	0.0	0.0	0.0	0.0
As part of protest against the recent attack on two junior doctors in West Bengal there are more than 600 doctors from multiple colleges and hospitals have resigned.     We stand with you.     #StopViolenceAgainstDoctors #DoctorsFightBack #kronik969 #standwithyou https://t.co/4zdb2lUWyC	NOT	NONE	NONE	0			1.1446243524551392	0.6228212714195251	0.2876396179199219	0.24099043011665344	1.845065712928772	0.21670815348625183	0.8913707733154297	-0.06255754828453064	0.0	0.0	0.0	0.0	0.0
#BorisJohnsonShouldNotBePM #BorisJohnson still dodging every question.  Clearly so much still to hide , from such a proven lier.  Worse most incompetent foreign secretary in modern history.  And the architect of a criminaly ill-conceived #Brexit disaster.  #ERG take over complete.	NOT	NONE	NONE	0			3.5237879753112793	3.3653202056884766	3.1151952743530273	2.6756653785705566	2.8672091960906982	1.859687328338623	3.1265475749969482	0.47028210759162903	0.0	0.0	1.0	0.0	0.0
Some Cars its wiser to stay away from!!  😣😔😥... 😅😁😁😁😁😏  #fear #not #eyes #open #peeled #set #up #enemy #truly #beware #liars #molestors #rapist #all #shit #eat #eaters #tire #not #solid #soldier #God #first https://t.co/AEILxDvfFG	NOT	NONE	NONE	0			3.2230031490325928	3.144091844558716	2.855872869491577	2.583636522293091	2.7130889892578125	2.2742807865142822	2.7583839893341064	0.713538646697998	0.0	1.0	0.0	0.0	0.0
@MSNBC No worries. I hear HELL is pretty negative.  #MURDERER	NOT	NONE	NONE	0			3.0757768154144287	2.668365478515625	2.3359134197235107	2.049504280090332	2.4064383506774902	1.6533840894699097	2.336305618286133	0.3722075819969177	1.0	0.0	0.0	0.0	0.0
SOMEONE PLEASE GET A STRAIGHT JACKET AND GET HIM OUT OF THE WHITE HOUSE! #EnoughIsEnough #WakeupAmerica  #TrumpIsATraitor  @Carolyny1948  @funder @ReaderAdrift @Tully477  @cherokeesher2 @SwtCaroline2213 @naretevduorp   @erikgrad @DemResistance @ROBERTMWALKER    https://t.co/DwX59hXYur	NOT	NONE	NONE	0			3.0396249294281006	2.979480743408203	2.5861730575561523	2.3318233489990234	2.42706298828125	1.7479181289672852	2.5688960552215576	0.47503605484962463	0.0	0.0	0.0	0.0	1.0
https://t.co/aiCmp4tdNr    There are no depths to which Bojo will sink. I wish someone would blast 'Scotland The Brave' outside his residence everyday. Playing bagpipes. :)  #Scotland #borisjohnson #BorisJohnsonShouldNotBePM	NOT	NONE	NONE	0			3.0428929328918457	3.0319559574127197	2.7899508476257324	2.433972120285034	2.5664870738983154	1.7962291240692139	2.675668954849243	0.6318097710609436	0.0	0.0	1.0	0.0	0.0
#Qld   Serial #rapist photographer jailed for abusing 15children #KyeJohnTanson gets 19yrs jail Such alousy sentence  He only has to service 80% of sentence  Cook states #Tanson can’t be rehabilitated   ⁦@YvetteDAth ⁦@AnnastaciaMP⁩ ⁦@QldPolice⁩  https://t.co/mIkd9KJPte	NOT	NONE	NONE	0			2.8205933570861816	1.9468226432800293	1.613319993019104	1.5351099967956543	2.2481956481933594	1.245254635810852	1.6105071306228638	0.26473790407180786	0.0	0.0	0.0	0.0	0.0
Hi I have the same birthday as Donald Trump so I say we make June 14th Happy Birthday Ianna day because if there is anything Trump would hate it’s a gay Latina getting his birthday attention #HappyBirthdayMrPresident #fucktrump #pridemonth	NOT	NONE	NONE	0			1.7370506525039673	1.676614761352539	1.3331735134124756	1.1987333297729492	1.912331461906433	0.868566632270813	1.745413899421692	0.24091435968875885	0.0	0.0	0.0	0.0	1.0
I don't recognized a person's birthday if I would prefer they had never been born.  #HappyJohnMcCainDayJune14   #HappyJohnMcCainDay   #RIPJohnMcCain  #JohnMcCainDay  #FridayFeeling   #NoMoreTrump  #TraitorTrump   #TrumpIsATraitor   #TrumpMustResign   #TrumpObstructedJustice   #TrumpProtest	NOT	NONE	NONE	0			2.2092862129211426	1.970369577407837	1.5007150173187256	1.345951795578003	2.069498062133789	1.135116457939148	1.8173609972000122	0.28773733973503113	0.0	0.0	0.0	0.0	0.0
If #Boris Johnson were applying for a regular job, he would no doubt have to supply a reference from a previous employer.    Max Hastings employed him for longer than anyone else and, as it happens...    #bbcpm #BorisJohnson #BorisJohnsonShouldNotBePM https://t.co/VicDhQlI9T https://t.co/SsRKNXW8zn	NOT	NONE	NONE	0			2.0862162113189697	1.7117056846618652	1.3054218292236328	1.217804193496704	2.036665916442871	0.9553032517433167	1.7772990465164185	0.16137242317199707	0.0	0.0	0.0	0.0	0.0
Analysis: 24 bonkers lines from Trump's ABC interview #Resist #ResistTrump #FuckTrump https://t.co/W9BhCjcgex	NOT	NONE	NONE	0			3.202605962753296	3.02972412109375	2.715536117553711	2.4704179763793945	2.5068132877349854	2.031374931335449	2.655296802520752	0.9229040145874023	0.0	0.0	0.0	0.0	0.0
Anyone who invites anyone else to attack America is a traitor. I think that’s fair. #TrumpIsATraitor	NOT	NONE	NONE	0			3.2509379386901855	2.9690794944763184	2.664879322052002	2.120946168899536	2.601919412612915	1.5885934829711914	2.8490426540374756	0.4587494432926178	0.0	0.0	1.0	0.0	0.0
@DocDiesel4 @morten @RepMarkMeadows @realDonaldTrump This wins the Internet for successful brainwashing on full display. #VetsAgainstTrump #CreepyPornPresident #PutinsPuppet #TrumpIsATraitor #CadetBoneSpurs #TrumpisaLoser	NOT	NONE	NONE	0			3.2415010929107666	3.0679712295532227	2.7912349700927734	2.5588324069976807	2.631649971008301	2.173469066619873	2.7653677463531494	0.7896640300750732	0.0	0.0	0.0	0.0	0.0
@wsyx6 @realDonaldTrump #FuckTrump we don't claim him, in the Gemini World!	NOT	NONE	NONE	0			2.847320556640625	2.7580599784851074	2.4946699142456055	2.167987585067749	2.467393159866333	1.8091412782669067	2.505087375640869	0.34355244040489197	0.0	0.0	0.0	0.0	0.0
@reliancejio @jio_money @JioCare @JioChat @JioCinema   Uploaded 100GB of files. Thank you.  #HappyBirthdayNBK #India #ICCWorldCup2019 #BringTheCupHome #jio #IndvAus #keepthegloves #Dhoni #DhoniKeepsTheGlove #BalidanBadge #googlephotos #Balakrishna #Balayya #NandamuriBalakrishna https://t.co/LqGjnZEZuZ	NOT	NONE	NONE	0			1.0987886190414429	0.9687979817390442	0.6386743187904358	0.557070791721344	1.7224949598312378	0.4673343300819397	1.4225176572799683	0.05500691384077072	0.0	0.0	0.0	0.0	0.0
Hey @realDonaldTrump #fucktrump isn’t this your mate?    North Korea: Hundreds of public execution sites identified, says report https://t.co/mk74az7Sua	NOT	NONE	NONE	0			3.1589035987854004	2.9067933559417725	2.645848512649536	2.3301799297332764	2.509779930114746	1.767163872718811	2.572593927383423	0.4467926323413849	0.0	0.0	1.0	0.0	0.0
We live in a world were #Tedbundy was allowed to escape, have a child while on death row, and represent himself. WHILE #TheCentralParkFive were ripped off their youths and trump wanted the death penalty for them. #fucktrump #justiceforthecentralparkfive	NOT	NONE	NONE	0			2.6134133338928223	1.9477458000183105	1.5460551977157593	1.4521021842956543	2.153702735900879	1.2059218883514404	1.7446608543395996	0.25382065773010254	0.0	0.0	0.0	0.0	0.0
We will never give up   #DoctorsUnderOppression  #DUO  #Doctors_are_oppressed_in_Morocco  #medicalstudentsstrike  #DoctorsFightBack  #Medical_students_are_mad  #DOCTORS_SEEKJUSTICE  #the_healing_hand_shouldnt_be_bleeding https://t.co/De56lkaRDp	NOT	NONE	NONE	0			1.8252851963043213	1.1223201751708984	0.6588720679283142	0.6260449886322021	2.030003070831299	0.591796875	0.9609018564224243	-0.0727761834859848	0.0	0.0	1.0	0.0	0.0
Dear @ICC instead of banning @msdhoni to wear  gloves with BALIDAN remark.. please improve your umpiring   Your umpiring system is the poorest and making mistrust instead fair game.   @1sInto2s @BCCI  #DhoniKeepsTheGlove  #ICC  #WorldCup2019   #BalidaanBadge https://t.co/0sZJrS4aYU	NOT	NONE	NONE	0			2.5897483825683594	2.266575336456299	2.015152931213379	1.7619030475616455	2.3520848751068115	1.2838258743286133	2.1669728755950928	0.11474817246198654	0.0	0.0	0.0	0.0	0.0
#congressmuktbharat hone mein thoda hi time bacha hai, @INCIndia  @RahulGandhi  You are still living in the past  Do some introspection, today's youth and public is well informed and will not fall prey to such tactics   All the best     https://t.co/QEH5FN6iRk	NOT	NONE	NONE	0			1.7132946252822876	1.3379058837890625	0.9161864519119263	0.7385020852088928	2.088224172592163	0.49319612979888916	1.5057200193405151	0.0456489697098732	0.0	0.0	0.0	0.0	0.0
Happy #JohnMCainDay oh is it the presidents birthday too? Oh my god??? I forgot! #HappyJohnMcCainDay #fucktrump	NOT	NONE	NONE	0			2.279277801513672	2.2162303924560547	1.8665645122528076	1.5778663158416748	2.0351245403289795	1.1424005031585693	2.2232415676116943	0.2479448765516281	0.0	0.0	0.0	0.0	0.0
@realDonaldTrump How old are you? No do over? We haven't even started getting to the bottom of all your crimes. #TrumpsWorseThanNixon #TrumpCrimeFamily #PutinsPuppet #FuckTrump #TrumpCrimeFamily #Resign	NOT	NONE	NONE	0			3.410492181777954	3.050225019454956	2.7528481483459473	2.3833351135253906	2.6350924968719482	1.7052141427993774	2.7200539112091064	0.5144599676132202	0.0	0.0	0.0	0.0	0.0
Over 700 Bengal Doctors set a precedent against Hitler Politicians by mass resignation.    #DoctorsFightBack to #SaveBengal from the clutches of #MamataBanerjee and her Muslim appeasement politics.    Medical Emergency in Bengal.    https://t.co/hXzMnjzSa8	NOT	NONE	NONE	0			2.6593968868255615	2.436720609664917	2.1730165481567383	1.8213419914245605	2.29042911529541	1.3873472213745117	2.294903516769409	0.24449701607227325	0.0	1.0	0.0	0.0	0.0
@Miz_banks @PenceConscience Well technically yes,  but I think that's a lot of effort. I have people and pages I follow, that I built over time. I'll accept the time out, it was worth it. #fucktrump #byefelicia	NOT	NONE	NONE	0			1.1497844457626343	0.9360567331314087	0.6113061308860779	0.588704526424408	1.7688182592391968	0.5398672223091125	1.1526178121566772	0.12361053377389908	0.0	0.0	0.0	1.0	0.0
A reminder of the views of Boris Johnson's father, an ex-spy, about the Irish border and the Irish.    https://t.co/hHx8cJ1UV6    #BorisJohnsonShouldNotBePM #Brexit	NOT	NONE	NONE	0			2.511486768722534	2.310699939727783	1.9331551790237427	1.6253173351287842	2.2255282402038574	1.201082468032837	2.2601230144500732	0.31832408905029297	0.0	0.0	1.0	0.0	0.0
Representative Duncan Hunter’s Wife Pleads Guilty in Corruption Case #Resist #ResistTrump #FuckTrump https://t.co/7msI4DF1LS	NOT	NONE	NONE	0			2.8368520736694336	2.400639533996582	1.9350570440292358	1.820976734161377	2.3097786903381348	1.579423427581787	2.1223323345184326	0.4794047176837921	0.0	0.0	0.0	1.0	0.0
@BorisJohnson I was a lifelong Conservative until the referendum. Just joined the Liberal Democrats. That is the measure of your success. #BorisJohnsonShouldNotBePM	NOT	NONE	NONE	0			0.7437906265258789	0.6761431097984314	0.36117038130760193	0.35080283880233765	1.8353612422943115	0.25269144773483276	1.3183151483535767	0.060974083840847015	0.0	0.0	0.0	0.0	0.0
#JohnMcCainDay #TrumpIsATraitor @realDonaldTrump     Something donny accomplished that McCain never did... https://t.co/YTKuUVtSZA	NOT	NONE	NONE	0			3.164931297302246	2.9050443172454834	2.577101230621338	2.276299238204956	2.4975929260253906	1.7267735004425049	2.7014896869659424	0.6503013968467712	1.0	0.0	0.0	0.0	0.0
Most of the next matches likely to be hit by the rain in the upcoming week. Nice schedule @ICC   The world cup should have been played indoor, on the video game console, instead of this embarrassment.  #ShameOnICC https://t.co/tpi2wVMHBl	NOT	NONE	NONE	0			2.2077600955963135	1.8929483890533447	1.5038983821868896	1.2913308143615723	2.203434705734253	0.9489607214927673	1.8848274946212769	0.06785861402750015	0.0	0.0	1.0	0.0	0.0
Johnson vs Trump  #BorisJohnson #DonaldTrump #boris #ToryLeadershipContest #brexit #tradewar #BorisJohnsonShouldNotBePM #NotMyPM #toryracism #tories #Conservatives #ConservativeLeadershipRace #slang https://t.co/2CZhCxsJ8Z	NOT	NONE	NONE	0			3.04500412940979	2.8643314838409424	2.5707669258117676	2.157149076461792	2.536940336227417	1.468654990196228	2.694204807281494	0.43220004439353943	0.0	0.0	0.0	0.0	0.0
Hope he’s not driving back #Murderer https://t.co/gq9rKd7CCe	NOT	NONE	NONE	0			2.7885031700134277	2.6679234504699707	2.321119546890259	2.0688226222991943	2.4058213233947754	1.7171640396118164	2.2395598888397217	0.3750850260257721	0.0	0.0	0.0	0.0	0.0
He @realDonaldTrump is a #Knobhead. This is all DISTRACTION to make his #TinyMushroom seem bigger from all his UNFITNESS of being @POTUS, 'fool' stop.   #ImpeachTrump   #ImpeachmentInquiryNow   #DerangedDonald   #Moron  #IdiotInChief   #Brokahontas  #BillionDollarLoser   #DickHead https://t.co/z3w5t1cCD2	HOF	OFFN	TIN	1	1.0	1.0	3.544814348220825	3.580993175506592	3.361426591873169	3.2621588706970215	3.055962324142456	2.7194924354553223	2.9469473361968994	1.034478783607483	0.0	0.0	0.0	1.0	0.0
Boris Johnson’s campaign to become PM and unite U.K. is sheer duplicity. In 2004 he published a poem calling for the 'extermination' of Scottish people, in the Spectator. One line states “polluting our stock”. #BorisJohnsonShouldNotBePM #GeneralElectionNow  https://t.co/LCMpuS8p3v	NOT	NONE	NONE	0			2.498962640762329	1.9963493347167969	1.6212090253829956	1.327038049697876	2.2144830226898193	1.0170618295669556	1.9569920301437378	0.16846275329589844	0.0	0.0	1.0	0.0	0.0
My god, such a loser. #fucktrump https://t.co/VOaMDvuamA	NOT	NONE	NONE	0			3.357428550720215	3.334669828414917	3.006232738494873	2.6965298652648926	2.722670316696167	2.125298023223877	2.7867259979248047	0.8455179929733276	0.0	0.0	0.0	1.0	0.0
@NBCNews Trump has no clue about his obligations to do what's right for this country, and when a criminal hides behind lies and corruption and obstructs justice he is no longer a viable president. #FuckTrump #TrumpResignNow	NOT	NONE	NONE	0			3.1915221214294434	2.8505959510803223	2.5432496070861816	2.0728909969329834	2.496134042739868	1.529050350189209	2.735067129135132	0.3342392146587372	0.0	0.0	1.0	0.0	0.0
@ICC Is truly islamic cricket council shame on icc #DhoniKeepsTheGlove	HOF	HATE	TIN	1	0.0	1.0	2.8896334171295166	2.6900534629821777	2.4762401580810547	2.0327157974243164	2.500535249710083	1.469313621520996	2.4937455654144287	0.2815834581851959	0.0	1.0	0.0	0.0	0.0
#ShameOnICC  Three times more allotment to #WC2019 than for India's #WC17 #T20. Proves bias.    English cricket couldn't buy covers for Trent Bridge.    Four matches wasted. Imagine losses for fans who traveled from abroad.    Mean @ICC could have decided Champion by toss of coin.	NOT	NONE	NONE	0			2.711008071899414	2.446013927459717	2.0619771480560303	1.6837046146392822	2.2730865478515625	1.048301339149475	2.4027860164642334	0.14647932350635529	0.0	0.0	1.0	0.0	0.0
#QuestionOfTheDay: #Quiz    542. Which blood group is called universal donor ?    [A] AB+  [B] AB-  [C] O+  [D] O-    Answer✍ &amp; Test Ur GK  541st Ans: [A] Kerala.    Plz #Like &amp; #Retweet🔃    #WorldBloodDonorDay  #MamataLosingControl  #RainStopsMatch #ShameOnICC  #FridayMotivation #instagramdown	NOT	NONE	NONE	0			2.443236827850342	2.1430840492248535	1.7624799013137817	1.7030644416809082	2.1068687438964844	1.4027690887451172	1.906347632408142	0.2788299322128296	0.0	0.0	0.0	1.0	0.0
No matter what, we stand with you @msdhoni sir!!!  #DhoniKeepsTheGlove #BalidaanBadge #IndiaWithDhoni https://t.co/wGmCvLKHZg	NOT	NONE	NONE	0			0.5855549573898315	0.4500575065612793	0.30040645599365234	0.23923331499099731	1.7006927728652954	0.23653051257133484	1.085405707359314	0.03993818163871765	0.0	0.0	1.0	0.0	0.0
Trump Needs a Target to Stay Interested in His Campaign. For Now, It’s Biden. #Resist #ResistTrump #FuckTrump https://t.co/53ptKNsHC8	NOT	NONE	NONE	0			2.762380361557007	2.549513816833496	2.1885769367218018	1.879854440689087	2.282175302505493	1.473588228225708	2.406651496887207	0.35322922468185425	0.0	0.0	0.0	0.0	0.0
Doctors strike continues across nation they need justice for them. #DoctorsProtest #DoctorsStrike #DoctorsFightBack	NOT	NONE	NONE	0			1.092454433441162	0.7445327043533325	0.40009480714797974	0.3643343448638916	1.7695502042770386	0.43073737621307373	0.9116271138191223	-0.022203492000699043	0.0	0.0	1.0	0.0	0.0
@GOP @realDonaldTrump Great job murdering 24 immigrants so far.. #MurdererInChief #FuckTrump #ResignTrump https://t.co/yzMs54s7K0	NOT	NONE	NONE	0			3.311868906021118	2.9833474159240723	2.5210065841674805	2.351029872894287	2.640326976776123	1.9395980834960938	2.4907124042510986	0.5852783918380737	0.0	0.0	1.0	0.0	0.0
#DoctorsFightBack: 'We're not outsiders, we're not BJP, we're not CPM, we're Doctors,' say protesting doctors at Kolkata's NRS Hospital refuting Mamata Banerjee's claims    https://t.co/rp4zoCyTaj	NOT	NONE	NONE	0			1.8190375566482544	1.238452672958374	0.84010249376297	0.6793529391288757	1.9774754047393799	0.5801535844802856	1.363209843635559	-0.02785062976181507	0.0	0.0	1.0	0.0	0.0
buh bye @justinamash      and Trump hasn't even started campaigning for Jim Lower yet     i'm sure @CNN can use you in their 1am time slot after you lose primary by landslide     #dickhead    https://t.co/uNupyBCsTm	NOT	NONE	NONE	0			3.294548511505127	3.1786012649536133	2.8115293979644775	2.376544237136841	2.8030664920806885	1.6968519687652588	3.049128293991089	0.4847685992717743	0.0	0.0	0.0	0.0	0.0
@DrGPradhan But If #TeamIndia pulled out from #WorldCup2019 than @ICC and sponsor will have big loss, highest number of fan following and Indian fan contribute major share in earning. I would support nation first, cricket second  #BalidaanBadge #DhoniKeepsTheGlove #JaiShriRam	NOT	NONE	NONE	0			1.2607696056365967	1.0926170349121094	0.7670676112174988	0.6141169667243958	1.7662805318832397	0.4089112877845764	1.5343952178955078	0.04316912591457367	0.0	0.0	1.0	0.0	0.0
#MoronTrump Caught In White House-Sized Lie That He Can't Weasel Out Of #TrumpIsATraitor #VoteBlue2020  https://t.co/GYA8ncRF3L	NOT	NONE	NONE	0			3.218750476837158	2.8538665771484375	2.5196709632873535	2.166316032409668	2.4297635555267334	1.6070245504379272	2.630485773086548	0.4461897611618042	1.0	0.0	0.0	0.0	0.0
